reportdate,hospital,dphcategory,covidstatus,patientcount,data_as_of,data_loaded_at
2021/06/29,All SF Hospitals,ICU,COVID+,7,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/07/12,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/03/22,All SF Hospitals,Med/Surg,COVID+,29,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/05/24,All SF Hospitals,Med/Surg,PUI,8,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/04/11,All SF Hospitals,ICU,COVID+,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/05/23,All SF Hospitals,ICU,COVID+,8,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/04/24,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/06/23,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/10/14,All SF Hospitals,Med/Surg,COVID+,30,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/07/11,All SF Hospitals,Med/Surg,COVID+,99,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/07/23,All SF Hospitals,Med/Surg,COVID+,47,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/10/11,All SF Hospitals,ICU,COVID+,12,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/06/08,All SF Hospitals,ICU,COVID+,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/03/07,All SF Hospitals,ICU,COVID+,14,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/07/20,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/04/05,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/07/27,All SF Hospitals,Med/Surg,COVID+,56,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/06/04,All SF Hospitals,ICU,COVID+,15,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/07/07,All SF Hospitals,ICU,COVID+,8,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/08/26,All SF Hospitals,ICU,COVID+,34,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/04/15,All SF Hospitals,ICU,COVID+,8,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/07/04,All SF Hospitals,ICU,COVID+,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/11/14,All SF Hospitals,Med/Surg,COVID+,49,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/08/07,All SF Hospitals,Med/Surg,PUI,7,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/09/14,All SF Hospitals,Med/Surg,PUI,8,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/09/19,All SF Hospitals,ICU,COVID+,7,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/09/05,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/08/10,All SF Hospitals,Med/Surg,COVID+,62,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/10/23,All SF Hospitals,Med/Surg,COVID+,33,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/08/20,All SF Hospitals,Med/Surg,PUI,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/07/23,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/03/27,All SF Hospitals,Med/Surg,PUI,12,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/09/30,All SF Hospitals,ICU,COVID+,14,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/04/04,All SF Hospitals,ICU,COVID+,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/12/26,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/02/02,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/04/25,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/11/30,All SF Hospitals,Med/Surg,COVID+,14,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/07/20,All SF Hospitals,Med/Surg,COVID+,46,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/04/02,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/05/05,All SF Hospitals,Med/Surg,COVID+,13,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/06/09,All SF Hospitals,Med/Surg,COVID+,71,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/23,All SF Hospitals,Med/Surg,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/10/28,All SF Hospitals,Med/Surg,PUI,8,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/03/31,All SF Hospitals,ICU,PUI,7,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/03,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/02/15,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/07/08,All SF Hospitals,Med/Surg,PUI,9,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/09/27,All SF Hospitals,ICU,COVID+,21,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/07/21,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/02/12,All SF Hospitals,Med/Surg,COVID+,56,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/01/23,All SF Hospitals,ICU,COVID+,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/10/26,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/12/10,All SF Hospitals,Med/Surg,PUI,8,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/04/04,All SF Hospitals,Med/Surg,PUI,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/05/12,All SF Hospitals,Med/Surg,PUI,8,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/11/10,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/25,All SF Hospitals,Med/Surg,COVID+,60,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/09/04,All SF Hospitals,Med/Surg,COVID+,56,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/02,All SF Hospitals,Med/Surg,PUI,9,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/04/12,All SF Hospitals,ICU,COVID+,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/09/13,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/02/07,All SF Hospitals,ICU,PUI,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/09/22,All SF Hospitals,Med/Surg,PUI,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/12/13,All SF Hospitals,Med/Surg,PUI,7,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/01/15,All SF Hospitals,Med/Surg,PUI,8,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/02/22,All SF Hospitals,Med/Surg,PUI,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/05/15,All SF Hospitals,Med/Surg,PUI,7,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/23,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/11/07,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/01/28,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/05/15,All SF Hospitals,Med/Surg,COVID+,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/04/22,All SF Hospitals,Med/Surg,PUI,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/11/10,All SF Hospitals,ICU,COVID+,15,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/10/18,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/11/20,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/02/07,All SF Hospitals,Med/Surg,COVID+,157,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/07/05,All SF Hospitals,Med/Surg,PUI,12,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/02,All SF Hospitals,Med/Surg,PUI,9,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/12/05,All SF Hospitals,Med/Surg,PUI,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/08/02,All SF Hospitals,Med/Surg,PUI,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/05/07,All SF Hospitals,Med/Surg,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/10,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/11/15,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/07/13,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/08/20,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/04/17,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/01/25,All SF Hospitals,Med/Surg,PUI,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/01/05,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/05/20,All SF Hospitals,Med/Surg,PUI,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/09/17,All SF Hospitals,Med/Surg,PUI,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/06/22,All SF Hospitals,Med/Surg,PUI,7,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/10/20,All SF Hospitals,Med/Surg,PUI,9,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/04/30,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/08/28,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/06/02,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/09/30,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/11/22,All SF Hospitals,Med/Surg,COVID+,70,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/10/10,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/04/27,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/04/09,All SF Hospitals,ICU,COVID+,32,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/04/15,All SF Hospitals,ICU,PUI,9,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/20,All SF Hospitals,Med/Surg,COVID+,67,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/02/15,All SF Hospitals,Med/Surg,COVID+,60,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/05/14,All SF Hospitals,ICU,COVID+,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/10/19,All SF Hospitals,Med/Surg,COVID+,33,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/10/25,All SF Hospitals,Med/Surg,PUI,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/01/04,All SF Hospitals,ICU,COVID+,23,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/01/10,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/06/06,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/10/04,All SF Hospitals,Med/Surg,COVID+,34,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/07/16,All SF Hospitals,Med/Surg,COVID+,38,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/10/10,All SF Hospitals,Med/Surg,PUI,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/08/05,All SF Hospitals,ICU,COVID+,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/08/21,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/10/30,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/08/06,All SF Hospitals,Med/Surg,COVID+,51,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/08/13,All SF Hospitals,Med/Surg,PUI,10,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/10/03,All SF Hospitals,Med/Surg,PUI,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/10/08,All SF Hospitals,ICU,COVID+,16,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/09/02,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/02/04,All SF Hospitals,Med/Surg,COVID+,174,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/12,All SF Hospitals,Med/Surg,PUI,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/12/16,All SF Hospitals,ICU,COVID+,12,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/09/16,All SF Hospitals,ICU,COVID+,8,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/04/08,All SF Hospitals,ICU,COVID+,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/09/24,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/01/15,All SF Hospitals,Med/Surg,COVID+,196,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/06/02,All SF Hospitals,Med/Surg,PUI,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/10/14,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/05/06,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/06,All SF Hospitals,Med/Surg,PUI,11,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/08/25,All SF Hospitals,Med/Surg,PUI,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/03/17,All SF Hospitals,ICU,COVID+,11,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/04/04,All SF Hospitals,Med/Surg,COVID+,14,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/01/21,All SF Hospitals,Med/Surg,PUI,8,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/12/02,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/12/21,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/02/16,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/29,All SF Hospitals,Med/Surg,COVID+,23,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/06/02,All SF Hospitals,Med/Surg,PUI,28,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/11/28,All SF Hospitals,Med/Surg,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/10/24,All SF Hospitals,Med/Surg,PUI,10,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/07/25,All SF Hospitals,ICU,COVID+,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/06/22,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/13,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/10/19,All SF Hospitals,Med/Surg,COVID+,44,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/04/10,All SF Hospitals,Med/Surg,PUI,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/09/23,All SF Hospitals,ICU,COVID+,15,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/03/14,All SF Hospitals,ICU,COVID+,8,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/02/19,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/04/13,All SF Hospitals,Med/Surg,COVID+,24,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/08/20,All SF Hospitals,Med/Surg,PUI,17,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/04/19,All SF Hospitals,Med/Surg,PUI,11,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/03/24,All SF Hospitals,ICU,COVID+,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/09/09,All SF Hospitals,ICU,PUI,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/10/17,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/02/28,All SF Hospitals,ICU,PUI,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/03/19,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/03/30,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/12/08,All SF Hospitals,Med/Surg,PUI,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/24,All SF Hospitals,Med/Surg,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/26,All SF Hospitals,Med/Surg,PUI,8,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/04/06,All SF Hospitals,Med/Surg,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/06/17,All SF Hospitals,Med/Surg,PUI,8,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/08/07,All SF Hospitals,Med/Surg,PUI,7,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/04,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/07/01,All SF Hospitals,Med/Surg,COVID+,92,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/12/17,All SF Hospitals,Med/Surg,PUI,7,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/10/05,All SF Hospitals,Med/Surg,PUI,8,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/06/04,All SF Hospitals,ICU,COVID+,7,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/11/20,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/05/18,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/05/05,All SF Hospitals,Med/Surg,COVID+,33,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/06,All SF Hospitals,Med/Surg,PUI,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/04/02,All SF Hospitals,ICU,COVID+,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/03/10,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/03/03,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/09/21,All SF Hospitals,Med/Surg,COVID+,47,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/06/11,All SF Hospitals,Med/Surg,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/09/28,All SF Hospitals,ICU,COVID+,23,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/09/02,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/06/28,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/10/19,All SF Hospitals,Med/Surg,PUI,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/01/01,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/06/18,All SF Hospitals,Med/Surg,COVID+,32,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/06/25,All SF Hospitals,ICU,COVID+,7,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/05/13,All SF Hospitals,ICU,PUI,7,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/11/08,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/04,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/17,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/10/13,All SF Hospitals,Med/Surg,COVID+,20,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/02/05,All SF Hospitals,Med/Surg,PUI,7,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/04/11,All SF Hospitals,ICU,PUI,7,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/05/27,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/04/23,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/03/25,All SF Hospitals,Med/Surg,COVID+,21,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/06/03,All SF Hospitals,Med/Surg,COVID+,77,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/09/10,All SF Hospitals,Med/Surg,PUI,14,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/01/11,All SF Hospitals,Med/Surg,PUI,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/03/05,All SF Hospitals,ICU,COVID+,8,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/10/28,All SF Hospitals,Med/Surg,COVID+,34,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/04/17,All SF Hospitals,ICU,COVID+,8,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/07/27,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/07/24,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/10/06,All SF Hospitals,Med/Surg,COVID+,45,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/06/03,All SF Hospitals,ICU,PUI,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/08/12,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/03/15,All SF Hospitals,ICU,PUI,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/10/24,All SF Hospitals,Med/Surg,COVID+,21,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/11/03,All SF Hospitals,Med/Surg,PUI,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/05/26,All SF Hospitals,Med/Surg,PUI,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/10/14,All SF Hospitals,ICU,COVID+,7,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/12/26,All SF Hospitals,ICU,COVID+,11,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/01/05,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/12/31,All SF Hospitals,ICU,COVID+,8,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/03/11,All SF Hospitals,ICU,COVID+,10,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/09/25,All SF Hospitals,Med/Surg,COVID+,38,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/11/10,All SF Hospitals,Med/Surg,COVID+,40,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/04/05,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/04/15,All SF Hospitals,ICU,COVID+,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/05/29,All SF Hospitals,ICU,COVID+,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/08/23,All SF Hospitals,Med/Surg,COVID+,71,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/07/21,All SF Hospitals,ICU,COVID+,15,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/01/16,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/02/26,All SF Hospitals,Med/Surg,COVID+,71,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/08/14,All SF Hospitals,Med/Surg,PUI,20,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/05/04,All SF Hospitals,ICU,COVID+,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/07/25,All SF Hospitals,ICU,PUI,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/04/20,All SF Hospitals,Med/Surg,COVID+,56,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/05/01,All SF Hospitals,Med/Surg,COVID+,58,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/05/11,All SF Hospitals,Med/Surg,COVID+,47,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/06/05,All SF Hospitals,Med/Surg,COVID+,74,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
